id,prediction,groundtruth,similarity,label
655003429807386624,19,8,0.9991150498390198,1
655005623759704064,19,14,0.9990724325180054,1
655009664631967744,19,1,-0.0008102317806333303,1
655011770797588480,13,0,-0.00010724188177846372,1
655013420152950784,19,2,-0.0004470375133678317,1
655017285271310336,19,3,5.582400262937881e-05,1
655018943430524928,19,16,0.9990538954734802,1
655019545250271232,5,0,-1.4511051631416194e-05,1
655020935347621889,16,13,0.9999973177909851,1
655024750243246080,19,0,-0.0005406832206062973,1
655026053904207872,19,4,-0.0018258059863001108,1
655030854670921728,19,0,-0.0005510663613677025,1
655031678159597568,16,1,-6.482008029706776e-05,1
655033098703233025,19,6,0.9993093013763428,1
655035442862137344,19,9,0.9993404746055603,1
655036051539542016,19,0,-0.0006526107899844646,1
655036906816729088,19,3,-0.0002054811775451526,1
655037592866586624,19,3,-0.00032459551584906876,1
655040249152827392,19,14,0.9990271329879761,1
655040548626145280,19,6,0.9990240931510925,1
655040974578700288,5,4,-9.893462993204594e-05,1
655044384061313024,19,14,0.9991058707237244,1
655045142278090752,19,0,-0.00040815764805302024,1
655046465950195712,19,2,-0.0008694671560078859,1
655046810302595073,5,0,-0.00029162821010686457,1
655047808442105856,19,0,-0.00031832506647333503,1
655047859692171264,7,10,0.9999943971633911,1
655049056654258176,19,8,0.9991718530654907,1
655051262480752640,5,16,0.9990603923797607,1
655053854334169088,19,12,0.999121367931366,1
655054185465974784,19,3,5.464499554364011e-05,1
655060586796052480,19,2,-0.0006782166310586035,1
655060833848991745,19,14,0.9991254806518555,1
655061431046410240,7,16,0.9991880059242249,1
655061808844263424,16,11,0.9992984533309937,1
655062631972212737,19,3,-1.5217224245134275e-05,1
655065093294583808,19,1,-0.000916864606551826,1
655067258226671616,19,16,0.9991436004638672,1
655067611596763137,16,2,-9.224152017850429e-05,1
655070489874817024,19,3,-0.0012054200051352382,1
655071349698895872,19,2,-0.00034780765417963266,1
655071798724317184,19,8,0.99917072057724,1
655072769839902721,19,2,4.8989761125994846e-05,1
655074168531107840,19,8,0.9994891881942749,1
655074229205897216,19,2,-0.0007528295391239226,1
655074477630320640,5,1,-1.158692339231493e-05,1
655074621742534656,19,6,0.9990514516830444,1
655075489053351936,19,8,0.9990195631980896,1
655075564529799168,19,0,-0.0006781534175388515,1
655076177187577856,5,3,1.805637111829128e-05,1
655076525046370304,19,13,0.9989433884620667,1
655077006061797377,8,0,-1.9094382878392935e-05,1
655077225339838464,19,16,0.9998019933700562,1
655079956029030400,19,0,-0.0005834032199345529,1
655083926650789888,19,6,0.9988865852355957,1
655084966875930624,16,0,-6.467045022873208e-05,1
655087623376121856,19,0,-0.0002553605008870363,1
655095127778574336,16,0,-2.2423439077101648e-05,1
655095768299114496,19,12,0.9991234540939331,1
655099379263623168,19,0,-0.0003817390534095466,1
655100697852170240,19,3,6.979415047680959e-05,1
655161110904066048,19,9,0.9992558360099792,1
655162618760581126,19,0,-0.00036789331352338195,1
655164003539222528,16,0,-9.520298044662923e-05,1
655164516326621184,19,13,0.999476432800293,1
655166715417001985,19,0,-0.0003179504710715264,1
655167242322223104,5,10,0.9999925494194031,1
655168951366737921,13,1,1.5310321032302454e-05,1
655171167565848576,19,0,-0.0006488282233476639,1
655172139067248641,19,12,0.9989893436431885,1
655174800579665920,16,2,9.221193613484502e-05,1
655175873377751040,19,8,0.9998278617858887,1
655176477009420288,19,0,-0.00029150518821552396,1
655177521659518976,19,9,0.9998389482498169,1
655178153216774144,5,4,-0.0001310739025939256,1
655179209086738432,19,0,-0.0005355515750125051,1
655181768144850944,5,0,1.194486230815528e-05,1
655183203616059392,19,1,-0.0009378732065670192,1
655183232317681664,19,14,0.9993626475334167,1
655183299359301633,5,8,0.9993301033973694,1
655185403700494336,5,10,0.9999920725822449,1
655192146786590720,19,2,-0.00033436392550356686,1
655194998770696192,17,4,0.522883951663971,1
655195331420934144,19,16,0.9991981983184814,1
655195642768306176,7,1,2.1418283722596243e-05,1
655195870527406080,19,1,-0.0007019253098405898,1
655196906897940480,7,3,-0.00018910359358415008,1
655196936807555072,19,7,0.9990913271903992,1
655197161445941248,19,3,0.00046469311928376555,1
655197660006236160,19,0,-0.00013784879411105067,1
655197970846101504,8,2,-0.0001592517801327631,1
655197992576663553,19,0,-0.0002852502802852541,1
655200377634189312,19,3,-0.0009775945218279958,1
655200711207161856,19,9,0.9990893006324768,1
655200725249736704,19,0,-0.00018441749853082,1
655203084709310464,19,7,0.9990994930267334,1
655203777088233472,16,8,0.9999971985816956,1
655204003597414400,19,0,-0.000408001767937094,1
655204572496011264,5,0,-0.0007454892038367689,1
655204740121370624,19,8,0.998921275138855,1
655206746437328896,16,0,-0.0002532284415792674,1
655207322059427840,19,0,-0.0005494647775776684,1
655208719110811648,4,4,0.7225125432014465,1
655209693133017088,19,14,0.9991455674171448,1
655211648987308032,19,15,0.998953104019165,1
655212040244625408,16,6,0.9999946355819702,1
655212311108571136,16,8,0.9999977946281433,1
655213151747710976,16,9,0.9999945163726807,1
655213468010676224,19,5,0.9993370771408081,1
655214435901046784,19,13,0.9989883303642273,1
655218092797263873,19,10,0.9994893670082092,1
655219030849134592,19,1,-0.000801758433226496,1
655219138101649408,5,2,-7.682599243707955e-05,1
655219796208930816,13,8,0.9999860525131226,1
655221934829924352,19,0,-0.0006613245350308716,1
655222179760635904,19,1,-0.0008422421524301171,1
655223348557803520,19,1,-0.00012349479948170483,1
655226445216792577,19,8,0.9992304444313049,1
655226871769075712,19,0,-0.0001033338121487759,1
655226903536738304,19,16,0.9988714456558228,1
655226973564882944,19,4,-0.0015773940831422806,1
655227498486177792,19,9,0.9998363256454468,1
655228259119079424,19,0,-0.00019313127268105745,1
655229861389275137,19,1,-0.0007596114301122725,1
655230498172596225,19,5,0.9990870356559753,1
655230957595828224,5,1,-2.0963863789802417e-05,1
655237705329078272,13,0,3.6750210711034015e-05,1
655237748027080705,19,13,0.9998201727867126,1
655238943248621568,16,8,0.9999979734420776,1
655240128294735872,7,0,-2.622219835757278e-05,1
655241383532449793,19,0,-0.00020963358110748231,1
655242392019316736,16,12,0.9999916553497314,1
655242957994356736,19,2,-0.0007502728258259594,1
655243027758247936,19,4,-0.0015687891282141209,1
655243709748002816,16,15,0.9999897480010986,1
655244656511287298,19,8,0.9993177652359009,1
655244725650264064,19,1,-0.00029652018565684557,1
655247089266507776,19,1,-0.0008925871225073934,1
655247358184325120,19,1,-0.0007581164827570319,1
655247557430521856,16,15,0.9999876618385315,1
655249008366080000,19,2,-0.0007114713662303984,1
655249234065817600,19,16,0.9990966320037842,1
655249955997794304,19,2,-0.00048307518591172993,1
655252735068151808,17,4,0.46638840436935425,1
655257569951424512,19,0,-0.0005301629425957799,1
655261821666992128,9,3,0.00022147827257867903,1
655263465787932672,19,15,0.9990664124488831,1
655268289816363008,8,16,0.9999966025352478,1
655268488634867712,19,8,0.9991767406463623,1
655268998855000064,19,2,-0.00046441677841357887,1
655270629084680192,19,8,0.9991791844367981,1
655272075150630912,19,2,-1.8624648873810656e-05,1
655274881886613504,19,2,-0.0005145856412127614,1
655275898049069056,19,3,-0.0007008864195086062,1
655291784415711233,19,0,-9.65537183219567e-05,1
655292530620309504,16,6,0.9999949932098389,1
655295678445305857,19,0,-0.0005943028954789042,1
655300011312480257,19,15,0.9990989565849304,1
655321978895773696,19,5,0.9992371797561646,1
655346110349729793,19,9,0.9990704655647278,1
655348763729395712,5,3,-9.929917723638937e-05,1
655354419869937664,19,9,0.9995052814483643,1
655358133682835456,19,2,-0.00024513548123650253,1
655365783246217216,19,1,-0.0007155207567848265,1
655366407505518592,19,2,-0.0006886394694447517,1
655369043407413248,19,2,-0.00020016742928419262,1
655369089913896960,19,2,-0.0005974575760774314,1
655376835639910400,8,0,-6.422959268093109e-05,1
655378383442939908,16,5,0.9997034072875977,1
655381462271840256,19,0,-0.0004668783803936094,1
655387879288545284,19,5,0.9991766214370728,1
655388357267206144,19,0,-0.0004700979043263942,1
655390185295892480,19,7,0.9992237687110901,1
655390929725952000,19,9,0.9989718198776245,1
655392633104109569,19,9,0.9989858269691467,1
655395399943999488,19,2,-0.0005751651478931308,1
655401127014473728,19,0,1.683051414147485e-05,1
655407015565611008,19,9,0.9995071887969971,1
655407953768386560,19,8,0.9991233944892883,1
655408499506225152,5,11,0.9990408420562744,1
655410438289649664,19,15,0.9989352822303772,1
655410502965809152,16,2,1.1780733075283933e-05,1
655414652323540992,19,8,0.9990936517715454,1
655416677539139585,19,13,0.9990003108978271,1
655416734485225473,19,7,0.999090850353241,1
655418169864101888,19,0,-0.0002731714630499482,1
655420013462093824,19,13,0.9990828037261963,1
655422317795872768,19,19,0.9992927312850952,1
655422696768032768,19,16,0.9989856481552124,1
655422792008101888,19,8,0.9992287158966064,1
655425120102584320,19,14,0.9993702173233032,1
655425492099710976,19,0,-0.0006515192799270153,1
655426899087372288,19,1,-0.0009344381978735328,1
655427367909720065,19,1,-0.0006961912731640041,1
655427433362010113,16,16,0.9999986886978149,1
655428634820280321,19,16,0.9990147948265076,1
655429436947365890,19,1,-0.0008973026415333152,1
655429629453475841,19,4,-0.0021170377731323242,1
655430708064858112,19,0,-0.00025991955772042274,1
655432558025379840,19,3,-0.0010369597002863884,1
655434056637792256,16,5,0.9999964833259583,1
655434226276397056,16,0,-0.00020415180188138038,1
655434331754729473,19,1,-0.0009707637946121395,1
655435624523112448,19,10,0.999328076839447,1
655437618189070336,16,16,0.9999980926513672,1
655444084471951361,14,9,0.9991859197616577,1
655450090866372608,19,0,-0.00042191179818473756,1
655450756791726080,19,9,0.9991500973701477,1
655450938954616832,19,3,-0.00012969659292139113,1
655451061021507584,19,7,0.9998247623443604,1
655456355994718209,19,3,-0.0001242888392880559,1
655457227231248385,19,7,0.998871922492981,1
655457403887034368,19,0,-0.00035688860225491226,1
655458834543194113,5,0,-5.140163193573244e-05,1
655459909862051840,8,16,0.9999980330467224,1
655461362080985088,19,3,0.00036913162330165505,1
655462783975297024,11,12,0.9999950528144836,1
655463134774317057,19,8,0.9993175864219666,1
655463249849229312,19,9,0.9991143345832825,1
655463757838184448,19,2,-0.0006516401190310717,1
655463806064132096,5,19,0.999233067035675,1
655464011128033280,19,13,0.9989888072013855,1
655464521419628544,19,0,-0.0001488397247157991,1
655464573735047168,19,0,-0.0004158884403295815,1
655464712511950848,5,8,0.9999961853027344,1
655465347479412736,5,2,-0.0001557270879857242,1
655470806076628993,16,4,-0.0014649725053459406,1
655473781809385473,19,10,0.9990199208259583,1
655473912856387584,19,13,0.9991145730018616,1
655474500683890689,19,0,-0.0005700142355635762,1
655474587556257793,19,1,-0.0008967583999037743,1
655475701462777857,19,3,5.0031823775498196e-05,1
655478168745324544,19,16,0.9992011189460754,1
655478362509590528,5,9,0.9999953508377075,1
655478447247110144,19,0,-0.0003387848846614361,1
655478685353549825,19,11,0.999149739742279,1
655479117450772480,19,2,-0.00040256200009025633,1
655480459196047361,19,7,0.9991727471351624,1
655480821067960320,16,16,0.9999989867210388,1
655481042996846592,19,0,-0.0004494633758440614,1
655482591764729856,16,16,0.9999985694885254,1
655482677026516992,8,2,-0.0006308406591415405,1
655482861542375424,19,8,0.999317467212677,1
655483887230042112,16,0,0.00014739311882294714,1
655484085805027328,19,5,0.9998271465301514,1
655484832286384128,19,3,-0.0004041095089633018,1
655485484622290944,19,4,-0.0013870648108422756,1
655485954526990338,5,10,0.9999945759773254,1
655486120801759232,19,8,0.9990649819374084,1
655488038026518528,19,0,-4.2105628381250426e-05,1
655488904007581696,19,12,0.9993185997009277,1
655489439280467968,19,0,-0.00010389044473413378,1
655490281454702592,19,1,-0.0007278788252733648,1
655490633575112704,19,8,0.9991254806518555,1
655490854119997440,16,2,-0.00011226361675653607,1
655490857240424448,19,6,0.9993009567260742,1
655491705202847744,19,0,-0.0006226731347851455,1
655492969437392897,19,1,-0.000520136731211096,1
655493581994635264,19,3,-0.0009717097855173051,1
655494148124884992,19,19,0.9991507530212402,1
655495258210353152,16,0,-4.685777093982324e-05,1
655495730954641408,16,0,-6.941528408788145e-05,1
655496006818099200,5,0,-3.912168904207647e-05,1
655496007795515393,19,0,-0.00020723686611745507,1
655498762714898432,19,2,-0.0002809620928019285,1
655502385368989696,16,16,0.9999974370002747,1
655503869817024512,19,10,0.999319314956665,1
655504550623911936,19,5,0.9991748929023743,1
655504923728019456,19,1,-0.0008943253196775913,1
655506909924036608,16,1,1.6320031136274338e-05,1
655507126232719360,19,16,0.9990127086639404,1
655507342402932736,19,15,0.9991457462310791,1
655508248053837825,19,4,-0.0021412698552012444,1
655509263872368640,19,3,-0.0009553019772283733,1
655510639545307136,19,4,-0.0014587885234504938,1
655512529754562560,19,5,0.9993318319320679,1
655513093586493440,19,15,0.9990728497505188,1
655516231110406145,19,1,-0.0008942741551436484,1
655516964845154304,19,0,-0.000305671215755865,1
655517455289294852,19,19,0.9998775124549866,1
655518674271408128,19,6,0.998986005783081,1
655520631140671488,19,19,0.9995856881141663,1
655523636321873920,5,1,-0.0008093492360785604,1
655523670119591936,19,9,0.999040961265564,1
655525814281179136,19,2,-7.739423745078966e-05,1
655527081917423621,19,10,0.9998306632041931,1
655527539683794944,5,0,-0.00011836121120722964,1
655527777010077696,19,0,-0.0003519867605064064,1
655529711309856768,19,9,0.9991234540939331,1
655530419610370048,7,0,-0.00016464039799757302,1
655530966153166848,16,7,0.999492883682251,1
655531455955603456,19,1,-0.0008870463352650404,1
655531587589660672,13,0,0.0002633855037856847,1
655531771010781184,17,4,0.5088201761245728,1
655531843702386688,19,0,-0.00065664853900671,1
655531878162763776,19,1,-0.0008736590971238911,1
655532691287203840,19,0,-0.00036604880006052554,1
655533065566076928,19,7,0.9988576173782349,1
655537345110913024,19,2,-0.0004206398443784565,1
655537621209346049,13,0,-9.647152182878926e-05,1
655538231174414336,7,0,-0.0001725829642964527,1
655539361770000384,19,2,-0.0005219669546931982,1
655539645795692544,14,2,-0.00047409452963620424,1
655540935179288576,19,10,0.9992327094078064,1
655541502282715136,16,2,-0.000621120270807296,1
655541753173311489,19,4,-0.002378718461841345,1
655541998955450368,19,2,-0.0006305010174401104,1
655545202103427073,19,0,0.00015710254956502467,1
655545301806227456,14,0,-0.0004802268813364208,1
655545368055300096,16,2,0.0002502514107618481,1
655546160807972864,19,1,-0.0009148239041678607,1
655546519450427392,5,16,0.9999974370002747,1
655547142048755712,19,8,0.9990054965019226,1
655548586743214080,19,15,0.9998003840446472,1
655548665403219968,19,13,0.9998201131820679,1
655549307907649536,5,1,-2.269343167426996e-05,1
655549479286738944,19,0,-0.00022481032647192478,1
655549781247434752,19,4,-0.002352154115214944,1
655550130267930624,19,0,-0.0006019747816026211,1
655550338049642496,5,1,-3.7578043702524155e-05,1
655552370303193089,19,8,0.9990534782409668,1
655553965350887424,5,19,0.9998813271522522,1
655554221949870084,19,2,-0.0004221414274070412,1
655555753596456960,19,9,0.9991962909698486,1
655556570491822080,19,0,-0.0007028643740341067,1
655558692243267584,8,1,4.905356763629243e-05,1
655558760291631104,19,5,0.9991849660873413,1
655560376118022144,16,4,0.0001664566807448864,1
655560722915663872,19,0,-0.00010193409252678975,1
655561494214524929,19,5,0.9991300702095032,1
655561698586337280,19,0,-0.0006291994941420853,1
655563700808646656,19,14,0.9998454451560974,1
655564439199064064,19,1,-0.0005509434849955142,1
655564621307318272,19,10,0.9989809989929199,1
655564801662255105,17,4,0.5261465907096863,1
655565781116260352,19,1,-0.0005512696225196123,1
655567714061295617,19,14,0.9991170763969421,1
655568252224057344,19,3,-6.177900559123373e-06,1
655568878848880641,19,4,-0.0019981537479907274,1
655569147422609408,5,1,-0.00038137234514579177,1
655570979557478400,19,0,-0.00023886845156084746,1
655571576209973248,19,0,-0.0004958481877110898,1
655571989940338688,19,2,-0.0003612386644817889,1
655572405042069504,19,0,-0.000270954828010872,1
655572693895372800,19,8,0.9991308450698853,1
655574817119186944,19,13,0.9993160367012024,1
655576039226277888,19,19,0.9991244077682495,1
655576137251299328,19,2,-0.00031714601209387183,1
655577515784716288,19,5,0.9989784359931946,1
655577628615643136,17,4,0.5141989588737488,1
655578204460204032,19,1,-0.0008525376906618476,1
655578618937020416,9,0,-0.0002714999718591571,1
655579356052389889,19,9,0.9991984367370605,1
655582108858109953,16,10,0.9999942183494568,1
655583274979299328,19,2,-0.00019919067563023418,1
655591217267384321,16,2,-5.347995465854183e-05,1
655597267441815552,5,2,-9.125472570303828e-05,1
655597411297988608,5,0,-7.034034933894873e-05,1
655598169242365952,19,0,4.931715739076026e-05,1
655599753317785600,13,3,1.687436451902613e-05,1
655600348703367168,19,8,0.9992349147796631,1
655603156680769536,19,9,0.9992533922195435,1
655603304249081856,5,10,0.9999929070472717,1
655605599527436288,19,1,-0.0006283168913796544,1
655624606661804032,19,9,0.9993379712104797,1
655625149220151296,19,0,-0.0006315305945463479,1
655628477459206144,19,7,0.9991353154182434,1
655629148245880832,19,1,-0.0004290215147193521,1
655631239299338240,19,15,0.9997943043708801,1
655632561377574912,19,1,-0.000649751746095717,1
655633190946807808,19,15,0.998980700969696,1
655633300602626048,19,1,-0.0009008669876493514,1
655636025390276608,5,0,-0.0006863427115604281,1
655641227656876032,19,2,-0.0006297825602814555,1
